"Contig","Description","Top_hit","BitScore","Evalue"
"k141_2125133.concoct_part_0","CP002843.1","Streptococcus parasanguinis ATCC 15912, complete genome","3175",0
"k141_2125204.concoct_part_0","CP038817.1","Haemophilus parahaemolyticus strain NEB129 chromosome,...","1351",0
"k141_2125472.concoct_part_0","CP020566.1","Veillonella atypica strain OK5, complete genome","2100",0
"k141_657901.concoct_part_0","CP002280.1","Rothia dentocariosa ATCC 17931, complete genome","13791",0
"k141_1037052.concoct_part_0","","","",NA
"k141_1779504.concoct_part_4","CP018917.1","Serratia marcescens strain UMH5, complete genome","30583",0
"k141_1779921.concoct_part_0","CP039404.1","Escherichia coli strain 377323_2f chromosome, complete...","4130",0
"k141_3611779.concoct_part_0","","","",NA
"k141_659038.concoct_part_0","CP027228.1","Mogibacterium diversum strain CCUG 47132 chromosome, c...","3576",0
"k141_1038500.concoct_part_0","CP027111.1","Enterobacter hormaechei strain BW chromosome, complete...","3500",0
"k141_1038586.concoct_part_0","CP054817.1","Burkholderia cenocepacia strain FDAARGOS_734 chromosom...","6159",0
"k141_2127257.concoct_part_0","CP040504.1","Neisseria sp. oral taxon 014 str. F0314 chromosome","2590",0
"k141_309745.concoct_part_2","CP010902.1","Moraxella catarrhalis strain MC8 chromosome","18467",0
"k141_2127985.concoct_part_0","AP017894.1","Actinomyces naeslundii DNA, complete genome","1781",0
"k141_1416824.concoct_part_0","CP033684.1","Pseudomonas aeruginosa strain H26027 chromosome, compl...","6460",0
"k141_2519573.concoct_part_0","","","",NA
"k141_660683.concoct_part_0","CP038817.1","Haemophilus parahaemolyticus strain NEB129 chromosome,...","2892",0
"k141_2520222.concoct_part_0","CP040006.1","Schaalia odontolytica strain XH001 chromosome, complet...","2019",0
"k141_2129663.concoct_part_0","CP018917.1","Serratia marcescens strain UMH5, complete genome","16504",0
"k141_2899913.concoct_part_0","CP002843.1","Streptococcus parasanguinis ATCC 15912, complete genome","3386",0
"k141_2900015.concoct_part_0","","","",NA
"k141_4385243.concoct_part_0","LR134228.1","Escherichia coli strain NCTC9699 genome assembly, chro...","2418",0
"k141_3615544.concoct_part_0","CP035368.2","Haemophilus parainfluenzae strain LC_1315_18 chromosom...","1153",0
"k141_3982110.concoct_part_0","","","",NA
"k141_1784026.concoct_part_0","AP013045.1","Tannerella forsythia KS16 DNA, complete genome","10480",0
"k141_313143.concoct_part_0","LT906481.1","Corynebacterium urealyticum strain NCTC12011 genome as...","5795",0
"k141_2901096.concoct_part_0","CP020731.1","Leuconostoc mesenteroides subsp. mesenteroides FM06, c...","2248",0
"k141_3283115.concoct_part_0","CP019721.1","Veillonella parvula strain UTDB1-3, complete genome","2687",0
"k141_3283117.concoct_part_0","","","",NA
"k141_3983084.concoct_part_0","CP011574.1","Klebsiella aerogenes strain CAV1320 chromosome, comple...","1897",0
"k141_1422135.concoct_part_0","LR134378.1","Lautropia mirabilis strain NCTC12852 genome assembly, ...","3068",0
"k141_2131847.concoct_part_1","CP047675.1","Klebsiella pneumoniae subsp. pneumoniae strain KUH-KPN...","34121",0
"k141_664136.concoct_part_0","LR216025.1","Streptococcus pneumoniae strain 2245STDY5562562 genome...","5736",0
"k141_2524122.concoct_part_0","LS483444.1","Streptococcus australis strain NCTC13166 genome assemb...","361",7e-96
"k141_2132741.concoct_part_0","","","",NA
"k141_664733.concoct_part_0","AP017894.1","Actinomyces naeslundii DNA, complete genome","1873",0
"k141_1423421.concoct_part_0","LR216056.1","Streptococcus pneumoniae strain 2245STDY6106637 genome...","15426",0
"k141_1785994.concoct_part_0","AP017894.1","Actinomyces naeslundii DNA, complete genome","867",0
"k141_3285005.concoct_part_0","CP027241.1","Lachnospiraceae bacterium oral taxon 500 strain W11650...","383",3e-102
"k141_2133688.concoct_part_0","CP035368.2","Haemophilus parainfluenzae strain LC_1315_18 chromosom...","1620",0
"k141_2905129.concoct_part_0","LS483443.1","Aggregatibacter segnis strain NCTC10977 genome assembl...","1552",0
"k141_1787765.concoct_part_0","","","",NA
"k141_1047260.concoct_part_0","CP023863.1","Prevotella jejuni strain CD3:33 chromosome I, complete...","1568",0
"k141_4391078.concoct_part_0","CP014326.1","Streptococcus mitis strain SVGS_061, complete genome","3790",0
"k141_2906387.concoct_part_2","CP029449.1","Serratia marcescens strain CAV1761 chromosome, complet...","18282",0
"k141_3287546.concoct_part_7","CP019674.1","Burkholderia cenocepacia strain VC12308 chromosome 1, ...","18292",0
"k141_3287546.concoct_part_10","HG938370.1","Burkholderia cenocepacia H111 chromosome 1 complete ge...","22997",0
"k141_2906926.concoct_part_0","AP019834.1","Leptotrichia wadei JMUB3933 DNA, complete genome","1256",0
"k141_2137015.concoct_part_0","CP047682.1","Serratia marcescens strain 3024 chromosome, complete g...","29455",0
"k141_3622043.concoct_part_0","CP047883.1","Streptococcus mitis strain S022-V3-A4 chromosome, comp...","1535",0
"k141_3989029.concoct_part_0","CP019674.1","Burkholderia cenocepacia strain VC12308 chromosome 1, ...","18295",0
"k141_1790336.concoct_part_0","CP054236.1","Escherichia coli strain EcPF5 chromosome, complete genome","2257",0
"k141_320376.concoct_part_0","LR745042.1","Klebsiella pneumoniae isolate Klebsiella pneumoniae kp...","15507",0
"k141_1049573.concoct_part_0","CP002280.1","Rothia dentocariosa ATCC 17931, complete genome","1718",0
"k141_3622555.concoct_part_0","LS483443.1","Aggregatibacter segnis strain NCTC10977 genome assembl...","2660",0
"k141_1049863.concoct_part_0","LR134375.1","Veillonella dispar strain NCTC11831 genome assembly, c...","1912",0
"k141_2138827.concoct_part_0","CP010902.1","Moraxella catarrhalis strain MC8 chromosome","1790",0
"k141_4393943.concoct_part_0","CP048784.1","Serratia liquefaciens strain S1 chromosome, complete g...","24720",0
"k141_3289631.concoct_part_0","LR698955.1","Fusobacterium nucleatum isolate MGYG-HGUT-01347 genome...","1581",0
"k141_2909693.concoct_part_0","","","",NA
"k141_3623420.concoct_part_0","CP054214.1","Escherichia coli strain EcPF40 chromosome, complete ge...","2071",0
"k141_4394729.concoct_part_0","CP019721.1","Veillonella parvula strain UTDB1-3, complete genome","2815",0
"k141_4394879.concoct_part_1","CP019674.1","Burkholderia cenocepacia strain VC12308 chromosome 1, ...","18323",0
"k141_3624136.concoct_part_0","","","",NA
"k141_4395684.concoct_part_0","CP014232.1","Actinomyces oris strain T14V, complete genome","9557",0
"k141_1793096.concoct_part_0","","","",NA
"k141_2141512.concoct_part_0","FN568063.1","Streptococcus mitis B6 complete genome, strain B6","1511",0
"k141_672286.concoct_part_7","CP014017.2","Serratia liquefaciens strain FDAARGOS_125 chromosome, ...","18105",0
"k141_672286.concoct_part_8","CP011303.1","Serratia liquefaciens strain HUMV-21, complete genome","18024",0
"k141_672286.concoct_part_9","CP018925.1","Serratia marcescens strain UMH3, complete genome","22879",0
"k141_4396407.concoct_part_0","CP018917.1","Serratia marcescens strain UMH5, complete genome","4120",0
"k141_2535427.concoct_part_0","CP040006.1","Schaalia odontolytica strain XH001 chromosome, complet...","1483",0
"k141_3292800.concoct_part_0","CP002422.1","Neisseria meningitidis M01-240355, complete genome","2316",0
"k141_2142340.concoct_part_0","","","",NA
"k141_2535995.concoct_part_0","LR134378.1","Lautropia mirabilis strain NCTC12852 genome assembly, ...","76.8",8e-10
"k141_3626413.concoct_part_0","CP001721.1","Atopobium parvulum DSM 20469, complete genome","955",0
"k141_1795357.concoct_part_0","CP053998.1","Streptococcus salivarius strain FDAARGOS_771 chromosom...","65.8",6e-07
"k141_1435735.concoct_part_1","CP006252.1","Serratia liquefaciens ATCC 27592, complete genome","17869",0
"k141_1435735.concoct_part_9","CP033893.1","Serratia liquefaciens strain FG3 chromosome, complete ...","17841",0
"k141_1435735.concoct_part_16","CP006252.1","Serratia liquefaciens ATCC 27592, complete genome","17897",0
"k141_1435735.concoct_part_17","CP011303.1","Serratia liquefaciens strain HUMV-21, complete genome","17991",0
"k141_3294721.concoct_part_0","CP014264.1","Streptococcus sp. oral taxon 431, complete genome","1238",0
"k141_4398566.concoct_part_1","CP019678.1","Burkholderia cenocepacia strain VC1254 chromosome 1, c...","20967",0
"k141_1796825.concoct_part_0","CP014264.1","Streptococcus sp. oral taxon 431, complete genome","1581",0
"k141_2539240.concoct_part_0","CP020507.1","Serratia marcescens strain BWH-35 chromosome, complete...","2654",0
"k141_1797406.concoct_part_0","LR134369.1","Bifidobacterium longum strain NCTC11818 genome assembl...","1888",0
"k141_3629021.concoct_part_1","LS483342.1","Streptococcus agalactiae strain NCTC11930 genome assem...","27067",0
"k141_1057068.concoct_part_0","LS483383.1","Streptococcus cristatus strain NCTC12479 genome assemb...","2669",0
"k141_1439705.concoct_part_0","CP022040.2","Prevotella melaninogenica strain FDAARGOS_306 chromoso...","1873",0
"k141_3631044.concoct_part_0","CP002843.1","Streptococcus parasanguinis ATCC 15912, complete genome","1147",0
"k141_4402407.concoct_part_0","KX011076.1","Staphylococcus aureus strain SA7112 plasmid pSA7112-1,...","4342",0
"k141_3298362.concoct_part_0","AP017894.1","Actinomyces naeslundii DNA, complete genome","1738",0
"k141_2148566.concoct_part_0","FN568063.1","Streptococcus mitis B6 complete genome, strain B6","1554",0
"k141_4402529.concoct_part_0","CP010516.1","Cupriavidus gilardii CR3 chromosome 1, complete sequence","302",4e-78
"k141_330965.concoct_part_0","LR214939.1","Mycoplasma salivarium strain NCTC10113 genome assembly...","18246",0
"k141_2543437.concoct_part_0","","","",NA
"k141_331212.concoct_part_0","LR134375.1","Veillonella dispar strain NCTC11831 genome assembly, c...","1362",0
"k141_1059723.concoct_part_0","","","",NA
"k141_1800613.concoct_part_6","CP052562.1","Klebsiella pneumoniae strain A16KP0135 chromosome, com...","18380",0
"k141_3299765.concoct_part_0","","","",NA
"k141_3633141.concoct_part_0","LR798194.1","Burkholderia cenocepacia strain IST439 genome assembly...","8726",0
"k141_2150928.concoct_part_0","CP003122.1","Streptococcus parasanguinis FW213, complete genome","1770",0
"k141_2545411.concoct_part_0","CP052562.1","Klebsiella pneumoniae strain A16KP0135 chromosome, com...","7262",0
"k141_2151442.concoct_part_0","CP046335.1","Streptococcus mitis strain FDAARGOS_684 chromosome, co...","1729",0
"k141_2922941.concoct_part_0","CP024734.1","Prevotella intermedia strain KCOM 1944 chromosome 1, c...","3807",0
"k141_2923086.concoct_part_0","","","",NA
"k141_2152206.concoct_part_0","CP023511.1","Streptococcus gordonii strain FDAARGOS_371 chromosome,...","10909",0
"k141_2152364.concoct_part_0","LR796240.1","Treponema socranskii subsp. buccale strain Marseille-C...","1136",0
"k141_3635037.concoct_part_0","CP019672.1","Burkholderia cenocepacia strain VC12308 chromosome 2, ...","15381",0
"k141_2924492.concoct_part_0","LR739071.1","Pseudomonas aeruginosa strain C7-25 genome assembly, c...","21486",0
"k141_2924530.concoct_part_0","CP033817.1","Klebsiella aerogenes strain FDAARGOS_513 chromosome, c...","2926",0
"k141_2925858.concoct_part_0","","","",NA
"k141_4007719.concoct_part_0","CP039887.1","Neisseria subflava strain ATCC 49275 chromosome, compl...","1860",0
"k141_2926166.concoct_part_0","CP024601.1","Porphyromonas gingivalis strain KCOM 2799 chromosome, ...","18074",0
"k141_339238.concoct_part_0","","","",NA
"k141_688863.concoct_part_0","CP038817.1","Haemophilus parahaemolyticus strain NEB129 chromosome,...","1299",0
"k141_2158104.concoct_part_0","CP023863.1","Prevotella jejuni strain CD3:33 chromosome I, complete...","1471",0
"k141_689312.concoct_part_0","CP052562.1","Klebsiella pneumoniae strain A16KP0135 chromosome, com...","19322",0
"k141_340353.concoct_part_0","LS483440.1","Gemella morbillorum strain NCTC11323 genome assembly, ...","9544",0
"k141_3640494.concoct_part_0","AP018338.1","Streptococcus oralis subsp. tigurinus DNA, complete ge...","1858",0
"k141_1450795.concoct_part_0","","","",NA
"k141_1068834.concoct_part_0","CP028415.1","Streptococcus mitis strain SK637 chromosome, complete ...","2156",0
"k141_341630.concoct_part_0","","","",NA
"k141_690716.concoct_part_0","CP039887.1","Neisseria subflava strain ATCC 49275 chromosome, compl...","2255",0
"k141_342003.concoct_part_0","LT906445.1","Veillonella parvula strain NCTC11810 genome assembly, ...","3107",0
"k141_342061.concoct_part_0","CP023510.1","Rothia mucilaginosa strain FDAARGOS_369 chromosome, co...","1855",0
"k141_2555005.concoct_part_0","CP015283.1","Streptococcus salivarius strain ATCC 25975, complete g...","12257",0
"k141_1811093.concoct_part_0","","","",NA
"k141_692222.concoct_part_0","","","",NA
"k141_2557337.concoct_part_0","CP012069.2","Olsenella sp. oral taxon 807 strain F0089, complete ge...","608",3e-170
"k141_1454502.concoct_part_0","","","",NA
"k141_345813.concoct_part_0","","","",NA
"k141_4017183.concoct_part_0","LS483366.1","Streptococcus salivarius strain NCTC7366 genome assemb...","691",0
"k141_2164466.concoct_part_0","","","",NA
"k141_3644950.concoct_part_0","","","",NA
"k141_2164820.concoct_part_0","CP056089.1","Pseudomonas aeruginosa strain PABCH46 chromosome","5120",0
"k141_694721.concoct_part_0","","","",NA
"k141_1814627.concoct_part_0","CP052431.1","Klebsiella pneumoniae strain C16KP0122 chromosome, com...","18301",0
"k141_1814627.concoct_part_1","CP052562.1","Klebsiella pneumoniae strain A16KP0135 chromosome, com...","27929",0
"k141_2165937.concoct_part_0","CP052562.1","Klebsiella pneumoniae strain A16KP0135 chromosome, com...","12870",0
"k141_4019449.concoct_part_0","","","",NA
"k141_2166658.concoct_part_0","LR607340.1","Enterobacter hormaechei strain 4928STDY7071152 genome ...","2813",0
"k141_2167005.concoct_part_0","CP002589.1","Prevotella denticola F0289, complete genome","3938",0
"k141_349111.concoct_part_0","CP054820.1","Burkholderia cenocepacia strain FDAARGOS_734 chromosome 3","9889",0
"k141_2167724.concoct_part_0","CP046313.1","Gemella sanguinis strain FDAARGOS_742 chromosome, comp...","1733",0
"k141_4020713.concoct_part_0","LR134484.1","Gemella haemolysans strain NCTC10459 genome assembly, ...","2761",0
"k141_1817296.concoct_part_0","CP019562.1","Streptococcus oralis strain S.MIT/ORALIS-351, complete...","2809",0
"k141_3648535.concoct_part_0","CP054018.1","Rothia dentocariosa strain FDAARGOS_752 chromosome, co...","5984",0
"k141_350870.concoct_part_0","CP050324.1","Pseudomonas aeruginosa strain DVT427 chromosome, compl...","2073",0
"k141_1819918.concoct_part_0","","","",NA
"k141_700203.concoct_part_0","CP054011.1","Prevotella melaninogenica strain FDAARGOS_760 chromoso...","7574",0
"k141_352897.concoct_part_0","CP012713.1","Fusobacterium nucleatum subsp. animalis strain KCOM 12...","2165",0
"k141_3651732.concoct_part_0","","","",NA
"k141_701429.concoct_part_0","CP041010.1","Staphylococcus aureus strain FDAARGOS_766 chromosome, ...","2085",0
"k141_1821425.concoct_part_0","CP040006.1","Schaalia odontolytica strain XH001 chromosome, complet...","1951",0
"k141_701633.concoct_part_0","CP046310.1","Lactobacillus jensenii strain FDAARGOS_749 chromosome,...","52.8",0.025
"k141_2567034.concoct_part_0","CP011403.1","Lactobacillus salivarius str. Ren, complete genome","2512",0
"k141_1822419.concoct_part_0","LR134484.1","Gemella haemolysans strain NCTC10459 genome assembly, ...","893",0
"k141_1465879.concoct_part_0","","","",NA
"k141_1467766.concoct_part_0","LR134336.1","Streptococcus oralis strain NCTC11427 genome assembly,...","117",2e-22
"k141_704573.concoct_part_0","","","",NA
"k141_3656344.concoct_part_0","CP022386.1","Capnocytophaga gingivalis strain H1496 chromosome, com...","11298",0
"k141_3656898.concoct_part_1","CP033893.1","Serratia liquefaciens strain FG3 chromosome, complete ...","28771",0
"k141_359227.concoct_part_0","","","",NA
"k141_361352.concoct_part_0","CP024697.1","Prevotella intermedia strain KCOM 2836 chromosome, com...","137",4e-28
"k141_706491.concoct_part_0","LR134378.1","Lautropia mirabilis strain NCTC12852 genome assembly, ...","2850",0
"k141_3659428.concoct_part_0","AP020315.1","Staphylococcus aureus KUH140087 DNA, complete genome","2486",0
"k141_707617.concoct_part_0","CP044107.1","Enterobacter hormaechei strain FDAARGOS_642 chromosome...","6187",0
"k141_1087891.concoct_part_0","CP022383.1","Capnocytophaga sputigena strain H4486 chromosome, comp...","13660",0
"k141_2181282.concoct_part_0","CP054134.1","Streptococcus oralis subsp. oralis strain SN51445 chro...","1784",0
"k141_2181419.concoct_part_0","CP024697.1","Prevotella intermedia strain KCOM 2836 chromosome, com...","374",1e-99
"k141_1830941.concoct_part_0","AP019829.2","Leptotrichia wadei JCM16777 DNA, complete genome","996",0
"k141_2183997.concoct_part_0","","","",NA
"k141_3662746.concoct_part_0","HG938371.2","Burkholderia cenocepacia H111 chromosome 2, complete g...","30932",0
"k141_2184395.concoct_part_0","","","",NA
"k141_1091415.concoct_part_0","","","",NA
