"","ContigID","Protein_Hit","Gene","Drug","Mechanism","Genus","Species","Family","PlasmidOrChr","Type"
"404","k141_1744705.concoct_part_0","AAV85982","macB","MLS","antibiotic efflux","Neisseria","Neisseria subflava",NA,"Chromosome","Chromosome"
"403","k141_1743995.concoct_part_0","AAC74000","msbA","Nitroimidazole antibiotic","antibiotic efflux","Aggregatibacter","Aggregatibacter segnis",NA,"Chromosome","Chromosome"
"402","k141_174271.concoct_part_0","ADP36409","Bifidobacteria intrinsic ileS conferring resistance to mupirocin","Mupirocin","antibiotic target alteration","Prevotella","Prevotella melaninogenica",NA,"Chromosome","Chromosome"
"401","k141_1742049.concoct_part_0","CDO61516","efrB","Multidrug","antibiotic efflux","Veillonella","Veillonella dispar",NA,"Chromosome","Chromosome"
"400","k141_1740258.concoct_part_0","WP_104671188","efrA","Multidrug","antibiotic efflux","Veillonella","Veillonella dispar",NA,"Chromosome","Chromosome"
"399","k141_1740234.concoct_part_0","ABO11759","Acinetobacter baumannii AbaF","Fosfomycin","antibiotic efflux","Burkholderia","Burkholderia cenocepacia",NA,"Chromosome","Chromosome"
"398","k141_1739914.concoct_part_0","AAG05661","Pseudomonas aeruginosa soxR","Multidrug","antibiotic target alteration;antibiotic efflux","Escherichia","Escherichia coli",NA,"Chromosome","Chromosome"
"397","k141_1738228.concoct_part_0","AAK76137","patA","Fluoroquinolone","antibiotic efflux","Streptococcus","Streptococcus gordonii",NA,"Chromosome","Chromosome"
"396","k141_173740.concoct_part_0","AYV52072","lmrD","MLS","antibiotic efflux","Streptococcus","Streptococcus salivarius",NA,"Chromosome","Chromosome"
"395","k141_1736925.concoct_part_0","AAO47226","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","Aminocoumarin antibiotic","antibiotic target alteration","Streptococcus","Streptococcus pneumoniae",NA,"Chromosome","Chromosome"
"394","k141_1735635.concoct_part_0","CDO61516","efrB","Multidrug","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"393","k141_1728882.concoct_part_0","AAC74000","msbA","Nitroimidazole antibiotic","antibiotic efflux","Streptococcus","Streptococcus mitis",NA,"Chromosome","Chromosome"
"392","k141_1726004.concoct_part_3","AAF40764","farB","Antibacterial free fatty acids","antibiotic efflux","Burkholderia","Burkholderia cenocepacia",NA,"Chromosome","Chromosome"
"391","k141_1725824.concoct_part_1","CAA09666","Klebsiella pneumoniae OmpK37","Beta-lactam","reduced permeability to antibiotic","Klebsiella","Klebsiella pneumoniae",NA,"Chromosome","Chromosome"
"390","k141_1724707.concoct_part_0","AAV85982","macB","MLS","antibiotic efflux","Streptococcus","Streptococcus sp.",NA,"Chromosome","Chromosome"
"389","k141_1723161.concoct_part_0","AAG06942","arnA","Peptide antibiotic","antibiotic target alteration","Serratia","Serratia marcescens",NA,"Chromosome","Chromosome"
"388","k141_1722511.concoct_part_0","AAN00989","Streptococcus agalactiae mprF","Peptide antibiotic","antibiotic target alteration","","",NA,"Chromosome","Chromosome"
"387","k141_1719953.concoct_part_0","AAG07064","mexK","Multidrug","antibiotic efflux","Pseudomonas","Pseudomonas aeruginosa",NA,"Chromosome","Chromosome"
"386","k141_1718410.concoct_part_0","WP_104671188","efrA","Multidrug","antibiotic efflux","Streptococcus","Streptococcus salivarius",NA,"Chromosome","Chromosome"
"385","k141_1713808.concoct_part_0","AAO47226","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","Aminocoumarin antibiotic","antibiotic target alteration","Streptococcus","Streptococcus gordonii",NA,"Plasmid","Plasmid"
"384","k141_1704188.concoct_part_0","AAC74000","msbA","Nitroimidazole antibiotic","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"383","k141_1703784.concoct_part_0","ANZ79240","tetA(60)","Tetracycline","antibiotic efflux","Streptococcus","Streptococcus sp.",NA,"Chromosome","Chromosome"
"382","k141_1703777.concoct_part_0","ANZ79240","tetA(60)","Tetracycline","antibiotic efflux","Gemella","Gemella haemolysans",NA,"Chromosome","Chromosome"
"381","k141_1702526.concoct_part_0","CAJ77856","adeF","Multidrug","antibiotic efflux","Capnocytophaga","Capnocytophaga gingivalis",NA,"Chromosome","Chromosome"
"380","k141_1700304.concoct_part_2","AAF40764","farB","Antibacterial free fatty acids","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"379","k141_1699306.concoct_part_1","ACJ41547","Acinetobacter baumannii AbaQ","Fluoroquinolone","antibiotic efflux","Burkholderia","Burkholderia cenocepacia",NA,"Chromosome","Chromosome"
"378","k141_1697004.concoct_part_0","WP_104671188","efrA","Multidrug","antibiotic efflux","C.albicans","C.albicans DNA",NA,"Chromosome","Chromosome"
"377","k141_1695733.concoct_part_0","AAC76093","bacA","Peptide antibiotic","antibiotic target alteration","","",NA,"Chromosome","Chromosome"
"376","k141_1691955.concoct_part_4","AAC73788","kdpE","Aminoglycoside","antibiotic efflux","Burkholderia","Burkholderia cenocepacia",NA,"Chromosome","Chromosome"
"375","k141_1691955.concoct_part_1","AAC74000","msbA","Nitroimidazole antibiotic","antibiotic efflux","Burkholderia","Burkholderia cenocepacia",NA,"Chromosome","Chromosome"
"374","k141_1690519.concoct_part_0","AAN00989","Streptococcus agalactiae mprF","Peptide antibiotic","antibiotic target alteration","Streptococcus","Streptococcus salivarius",NA,"Chromosome","Chromosome"
"373","k141_1688634.concoct_part_0","AAO47226","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","Aminocoumarin antibiotic","antibiotic target alteration","Actinomyces","Actinomyces naeslundii",NA,"Chromosome","Chromosome"
"372","k141_1687739.concoct_part_0","ACQ82816","Acinetobacter baumannii AmvA","MLS","antibiotic efflux","Actinomyces","Actinomyces oris",NA,"Chromosome","Chromosome"
"371","k141_1681335.concoct_part_0","AAG07064","mexK","Multidrug","antibiotic efflux","Veillonella","Veillonella atypica",NA,"Chromosome","Chromosome"
"370","k141_167847.concoct_part_0","AET10445","tetB(46)","Tetracycline","antibiotic efflux","Streptococcus","Streptococcus mitis",NA,"Chromosome","Chromosome"
"369","k141_1675763.concoct_part_0","ACJ41547","Acinetobacter baumannii AbaQ","Fluoroquinolone","antibiotic efflux","Burkholderia","Burkholderia cenocepacia",NA,"Chromosome","Chromosome"
"368","k141_1675368.concoct_part_0","ANZ79241","tetB(60)","Tetracycline","antibiotic efflux","Streptococcus","Streptococcus pneumoniae",NA,"Chromosome","Chromosome"
"367","k141_1673293.concoct_part_0","AAF42062","mtrD","Multidrug","antibiotic efflux","Neisseria","Neisseria mucosa",NA,"Chromosome","Chromosome"
"366","k141_1669405.concoct_part_0","AYV52072","lmrD","MLS","antibiotic efflux","Prevotella","Prevotella denticola",NA,"Chromosome","Chromosome"
"365","k141_166923.concoct_part_0","AAK76136","patB","Fluoroquinolone","antibiotic efflux","Streptococcus","Streptococcus australis",NA,"Chromosome","Chromosome"
"364","k141_1668371.concoct_part_0","AAP43110","oqxB","Multidrug","antibiotic efflux","Pseudomonas","Pseudomonas aeruginosa",NA,"Chromosome","Chromosome"
"363","k141_1667604.concoct_part_0","AAO47226","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","Aminocoumarin antibiotic","antibiotic target alteration","Serratia","Serratia marcescens",NA,"Chromosome","Chromosome"
"362","k141_1663188.concoct_part_0","AAA98484","ErmX","MLS","antibiotic target alteration","","",NA,"Chromosome","Chromosome"
"361","k141_1662529.concoct_part_5","AAG05661","Pseudomonas aeruginosa soxR","Multidrug","antibiotic target alteration;antibiotic efflux","Pseudomonas","Pseudomonas aeruginosa",NA,"Chromosome","Chromosome"
"360","k141_1662198.concoct_part_0","AAG05915","MuxB","Multidrug","antibiotic efflux","Lautropia","Lautropia mirabilis",NA,"Plasmid","Plasmid"
"359","k141_1658067.concoct_part_0","AAO47226","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","Aminocoumarin antibiotic","antibiotic target alteration","Streptococcus","Streptococcus sp.",NA,"Chromosome","Chromosome"
"358","k141_165792.concoct_part_0","AAK99679","pmrA","Fluoroquinolone","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"357","k141_1648771.concoct_part_0","AAO47226","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","Aminocoumarin antibiotic","antibiotic target alteration","Neisseria","Neisseria subflava",NA,"Chromosome","Chromosome"
"356","k141_1645427.concoct_part_0","AAO47226","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","Aminocoumarin antibiotic","antibiotic target alteration","","",NA,"Chromosome","Chromosome"
"355","k141_1643598.concoct_part_2","ABO11759","Acinetobacter baumannii AbaF","Fosfomycin","antibiotic efflux","Pseudomonas","Pseudomonas aeruginosa",NA,"Chromosome","Chromosome"
"354","k141_1640633.concoct_part_0","ANZ79241","tetB(60)","Tetracycline","antibiotic efflux","Streptococcus","Streptococcus oralis",NA,"Chromosome","Chromosome"
"353","k141_1640344.concoct_part_0","BAE78116","eptA","Peptide antibiotic","antibiotic target alteration","Haemophilus","Haemophilus parainfluenzae",NA,"Chromosome","Chromosome"
"352","k141_1638157.concoct_part_1","AAC76093","bacA","Peptide antibiotic","antibiotic target alteration","Serratia","Serratia marcescens",NA,"Chromosome","Chromosome"
"351","k141_1638157.concoct_part_0","AAG08359","OpmH","Triclosan","antibiotic efflux","Serratia","Serratia marcescens",NA,"Chromosome","Chromosome"
"350","k141_163654.concoct_part_0","CAJ77856","adeF","Multidrug","antibiotic efflux","Prevotella","Prevotella jejuni",NA,"Chromosome","Chromosome"
"349","k141_1627211.concoct_part_0","AAO47226","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","Aminocoumarin antibiotic","antibiotic target alteration","Rothia","Rothia mucilaginosa",NA,"Chromosome","Chromosome"
"348","k141_1627185.concoct_part_0","AAC74000","msbA","Nitroimidazole antibiotic","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"347","k141_16269.concoct_part_0","AAC74000","msbA","Nitroimidazole antibiotic","antibiotic efflux","Haemophilus","Haemophilus parainfluenzae",NA,"Chromosome","Chromosome"
"346","k141_1626533.concoct_part_0","ADP36409","Bifidobacteria intrinsic ileS conferring resistance to mupirocin","Mupirocin","antibiotic target alteration","Rothia","Rothia mucilaginosa",NA,"Chromosome","Chromosome"
"345","k141_162618.concoct_part_0","AAO47226","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","Aminocoumarin antibiotic","antibiotic target alteration","Lactobacillus","Lactobacillus jensenii",NA,"Chromosome","Chromosome"
"344","k141_1623347.concoct_part_0","AAK76137","patA","Fluoroquinolone","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"343","k141_1622697.concoct_part_0","AAK99679","pmrA","Fluoroquinolone","antibiotic efflux","Streptococcus","Streptococcus pneumoniae",NA,"Chromosome","Chromosome"
"342","k141_1622586.concoct_part_0","AAG05661","Pseudomonas aeruginosa soxR","Multidrug","antibiotic target alteration;antibiotic efflux","Klebsiella","Klebsiella aerogenes",NA,"Chromosome","Chromosome"
"341","k141_1621388.concoct_part_0","ADP36409","Bifidobacteria intrinsic ileS conferring resistance to mupirocin","Mupirocin","antibiotic target alteration","Escherichia","Escherichia coli",NA,"Chromosome","Chromosome"
"340","k141_1619470.concoct_part_0","WP_104671188","efrA","Multidrug","antibiotic efflux","Abiotrophia","Abiotrophia defectiva",NA,"Chromosome","Chromosome"
"339","k141_1616252.concoct_part_0","ABD30512","arlS","Fluoroquinolone","antibiotic efflux","Staphylococcus","Staphylococcus aureus",NA,"Chromosome","Chromosome"
"338","k141_161544.concoct_part_0","ADP36409","Bifidobacteria intrinsic ileS conferring resistance to mupirocin","Mupirocin","antibiotic target alteration","Schaalia","Schaalia odontolytica",NA,"Chromosome","Chromosome"
"337","k141_1612789.concoct_part_0","WP_000192137","arlR","Fluoroquinolone","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"336","k141_1610924.concoct_part_1","AAC76093","bacA","Peptide antibiotic","antibiotic target alteration","Klebsiella","Klebsiella pneumoniae",NA,"Plasmid","Plasmid"
"335","k141_1610160.concoct_part_0","AAV85982","macB","MLS","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"334","k141_1609774.concoct_part_0","ADP36409","Bifidobacteria intrinsic ileS conferring resistance to mupirocin","Mupirocin","antibiotic target alteration","","",NA,"Chromosome","Chromosome"
"333","k141_1606871.concoct_part_4","AAF40764","farB","Antibacterial free fatty acids","antibiotic efflux","Burkholderia","Burkholderia cenocepacia",NA,"Chromosome","Chromosome"
"332","k141_1605727.concoct_part_0","CAA64891","mtrE","Multidrug","antibiotic efflux","Neisseria","Neisseria elongata",NA,"Chromosome","Chromosome"
"331","k141_1604243.concoct_part_0","ANZ79241","tetB(60)","Tetracycline","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"330","k141_160277.concoct_part_0","AAN00989","Streptococcus agalactiae mprF","Peptide antibiotic","antibiotic target alteration","Streptococcus","Streptococcus salivarius",NA,"Chromosome","Chromosome"
"329","k141_1602766.concoct_part_0","AAX14802","adeJ","Multidrug","antibiotic efflux","Campylobacter","Campylobacter concisus",NA,"Chromosome","Chromosome"
"328","k141_1599899.concoct_part_1","AAO47226","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","Aminocoumarin antibiotic","antibiotic target alteration","Moraxella","Moraxella catarrhalis",NA,"Chromosome","Chromosome"
"327","k141_15992.concoct_part_0","AAB58161","ceoB","Multidrug","antibiotic efflux","Prevotella","Prevotella intermedia","Unassigned","Chromosome","Phage"
"326","k141_1598800.concoct_part_0","CDO61516","efrB","Multidrug","antibiotic efflux","Streptococcus","Streptococcus mitis",NA,"Chromosome","Chromosome"
"325","k141_159778.concoct_part_0","ACQ82816","Acinetobacter baumannii AmvA","MLS","antibiotic efflux","Rothia","Rothia mucilaginosa",NA,"Chromosome","Chromosome"
"324","k141_159540.concoct_part_0","AAC76297","acrE","Multidrug","antibiotic efflux","Enterobacter","Enterobacter hormaechei",NA,"Chromosome","Chromosome"
"323","k141_1594122.concoct_part_0","AAG08359","OpmH","Triclosan","antibiotic efflux","Enterobacter","Enterobacter hormaechei",NA,"Chromosome","Chromosome"
"322","k141_1592035.concoct_part_0","ALV80601","bcr-1","Bicyclomycin","antibiotic efflux","Rothia","Rothia dentocariosa",NA,"Chromosome","Chromosome"
"321","k141_1589614.concoct_part_0","AAO47226","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","Aminocoumarin antibiotic","antibiotic target alteration","Rothia","Rothia mucilaginosa",NA,"Chromosome","Chromosome"
"320","k141_1587666.concoct_part_0","AAK76136","patB","Fluoroquinolone","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"319","k141_1587009.concoct_part_0","WP_000192137","arlR","Fluoroquinolone","antibiotic efflux","Streptococcus","Streptococcus australis",NA,"Chromosome","Chromosome"
"318","k141_158676.concoct_part_4","CAA62365","APH(3')-IIb","Aminoglycoside","antibiotic inactivation","Stenotrophomonas","Stenotrophomonas maltophilia",NA,"Chromosome","Chromosome"
"317","k141_1586429.concoct_part_0","ANZ79241","tetB(60)","Tetracycline","antibiotic efflux","Escherichia","Escherichia coli",NA,"Chromosome","Chromosome"
"316","k141_1584914.concoct_part_0","CDO61516","efrB","Multidrug","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"315","k141_1583038.concoct_part_0","AAV85982","macB","MLS","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"314","k141_1580328.concoct_part_0","AEA37904","lsaC","MLS","antibiotic target protection","Leptotrichia","Leptotrichia wadei",NA,"Chromosome","Chromosome"
"313","k141_1577378.concoct_part_0","AAG05661","Pseudomonas aeruginosa soxR","Multidrug","antibiotic target alteration;antibiotic efflux","Klebsiella","Klebsiella aerogenes",NA,"Chromosome","Chromosome"
"312","k141_157605.concoct_part_1","AAG05661","Pseudomonas aeruginosa soxR","Multidrug","antibiotic target alteration;antibiotic efflux","Klebsiella","Klebsiella pneumoniae",NA,"Chromosome","Chromosome"
"311","k141_1568927.concoct_part_0","WP_000192137","arlR","Fluoroquinolone","antibiotic efflux","Veillonella","Veillonella parvula",NA,"Chromosome","Chromosome"
"310","k141_1568522.concoct_part_0","WP_104671188","efrA","Multidrug","antibiotic efflux","Streptococcus","Streptococcus mitis",NA,"Chromosome","Chromosome"
"309","k141_1567795.concoct_part_0","CDO61516","efrB","Multidrug","antibiotic efflux","Fusobacterium","Fusobacterium periodonticum",NA,"Chromosome","Chromosome"
"308","k141_1566537.concoct_part_6","AAC73564","acrB","Multidrug","antibiotic efflux","Serratia","Serratia liquefaciens",NA,"Chromosome","Chromosome"
"307","k141_1566537.concoct_part_5","AAC60780","rosB","Peptide antibiotic","antibiotic efflux","Serratia","Serratia marcescens",NA,"Chromosome","Chromosome"
"306","k141_1566537.concoct_part_2","ACJ41547","Acinetobacter baumannii AbaQ","Fluoroquinolone","antibiotic efflux","Serratia","Serratia marcescens",NA,"Plasmid","Plasmid"
"305","k141_15653.concoct_part_0","BAA15934","baeS","Aminoglycoside","antibiotic efflux","Serratia","Serratia marcescens",NA,"Plasmid","Plasmid"
